wav_id,wav_path,speaker,book,speaker_int
200-126784-0033,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/200/126784/200-126784-0033.wav,200,126784,18
8095-274345-0008,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8095/274345/8095-274345-0008.wav,8095,274345,230
1553-140047-0046,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1553/140047/1553-140047-0046.wav,1553,140047,73
4340-15220-0094,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4340/15220/4340-15220-0094.wav,4340,15220,144
3440-171009-0012,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3440/171009/3440-171009-0012.wav,3440,171009,120
7059-77897-0017,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7059/77897/7059-77897-0017.wav,7059,77897,203
4160-11549-0013,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4160/11549/4160-11549-0013.wav,4160,11549,139
4813-248641-0039,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4813/248641/4813-248641-0039.wav,4813,248641,153
6209-34599-0028,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6209/34599/6209-34599-0028.wav,6209,34599,187
27-123349-0000,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0000.wav,27,123349,2
6531-61334-0072,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6531/61334/6531-61334-0072.wav,6531,61334,196
1246-124548-0034,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1246/124548/1246-124548-0034.wav,1246,124548,65
254-27760-0002,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/254/27760/254-27760-0002.wav,254,27760,26
8747-293952-0043,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8747/293952/8747-293952-0043.wav,8747,293952,246
8051-295385-0036,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8051/295385/8051-295385-0036.wav,8051,295385,227
6078-54007-0035,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6078/54007/6078-54007-0035.wav,6078,54007,183
8095-274346-0024,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8095/274346/8095-274346-0024.wav,8095,274346,230
6272-70168-0010,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6272/70168/6272-70168-0010.wav,6272,70168,188
8770-295463-0010,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8770/295463/8770-295463-0010.wav,8770,295463,247
2136-5143-0022,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2136/5143/2136-5143-0022.wav,2136,5143,90
60-121082-0045,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/60/121082/60-121082-0045.wav,60,121082,6
8425-246962-0011,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8425/246962/8425-246962-0011.wav,8425,246962,239
839-130898-0013,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/839/130898/839-130898-0013.wav,839,130898,52
6529-62554-0014,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6529/62554/6529-62554-0014.wav,6529,62554,195
441-128988-0004,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/441/128988/441-128988-0004.wav,441,128988,40
8312-279790-0015,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8312/279790/8312-279790-0015.wav,8312,279790,236
5703-47198-0006,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5703/47198/5703-47198-0006.wav,5703,47198,174
3374-298032-0042,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3374/298032/3374-298032-0042.wav,3374,298032,118
3440-171009-0042,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3440/171009/3440-171009-0042.wav,3440,171009,120
445-123860-0005,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/445/123860/445-123860-0005.wav,445,123860,41
458-126305-0020,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/458/126305/458-126305-0020.wav,458,126305,43
460-172357-0019,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/460/172357/460-172357-0019.wav,460,172357,44
254-12312-0011,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/254/12312/254-12312-0011.wav,254,12312,26
405-130894-0057,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/405/130894/405-130894-0057.wav,405,130894,37
302-123516-0015,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/302/123516/302-123516-0015.wav,302,123516,29
4051-11218-0018,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4051/11218/4051-11218-0018.wav,4051,11218,136
839-130898-0040,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/839/130898/839-130898-0040.wav,839,130898,52
6209-34601-0007,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6209/34601/6209-34601-0007.wav,6209,34601,187
5561-41615-0031,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5561/41615/5561-41615-0031.wav,5561,41615,170
298-126791-0048,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/298/126791/298-126791-0048.wav,298,126791,28
6925-80680-0053,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6925/80680/6925-80680-0053.wav,6925,80680,202
6437-66172-0035,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6437/66172/6437-66172-0035.wav,6437,66172,192
2514-149482-0056,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2514/149482/2514-149482-0056.wav,2514,149482,99
3699-47246-0031,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3699/47246/3699-47246-0031.wav,3699,47246,125
8063-274112-0015,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8063/274112/8063-274112-0015.wav,8063,274112,228
839-130898-0026,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/839/130898/839-130898-0026.wav,839,130898,52
5393-19218-0053,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5393/19218/5393-19218-0053.wav,5393,19218,166
1034-121119-0017,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1034/121119/1034-121119-0017.wav,1034,121119,56
125-121124-0027,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/125/121124/125-121124-0027.wav,125,121124,13
211-122442-0071,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/211/122442/211-122442-0071.wav,211,122442,20
4137-11701-0022,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4137/11701/4137-11701-0022.wav,4137,11701,138
405-130895-0021,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/405/130895/405-130895-0021.wav,405,130895,37
403-126855-0000,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/403/126855/403-126855-0000.wav,403,126855,36
426-122822-0017,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/426/122822/426-122822-0017.wav,426,122822,39
3440-171009-0037,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3440/171009/3440-171009-0037.wav,3440,171009,120
5808-54425-0016,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5808/54425/5808-54425-0016.wav,5808,54425,178
1246-124548-0025,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1246/124548/1246-124548-0025.wav,1246,124548,65
5022-29405-0043,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5022/29405/5022-29405-0043.wav,5022,29405,158
1963-147036-0032,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1963/147036/1963-147036-0032.wav,1963,147036,84
226-131533-0008,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/226/131533/226-131533-0008.wav,226,131533,21
8123-275216-0041,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8123/275216/8123-275216-0041.wav,8123,275216,233
7517-100429-0018,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7517/100429/7517-100429-0018.wav,7517,100429,220
89-219-0036,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/89/219/89-219-0036.wav,89,219,10
4340-15220-0064,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4340/15220/4340-15220-0064.wav,4340,15220,144
4397-15678-0041,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4397/15678/4397-15678-0041.wav,4397,15678,146
3699-19402-0029,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3699/19402/3699-19402-0029.wav,3699,19402,125
5678-43302-0014,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5678/43302/5678-43302-0014.wav,5678,43302,172
198-209-0002,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/198/209/198-209-0002.wav,198,209,17
4014-186183-0009,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4014/186183/4014-186183-0009.wav,4014,186183,134
6880-216547-0096,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6880/216547/6880-216547-0096.wav,6880,216547,201
4018-103416-0004,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4018/103416/4018-103416-0004.wav,4018,103416,135
4195-186236-0016,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4195/186236/4195-186236-0016.wav,4195,186236,140
4362-15663-0010,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4362/15663/4362-15663-0010.wav,4362,15663,145
2764-36619-0040,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2764/36619/2764-36619-0040.wav,2764,36619,102
7059-77897-0001,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7059/77897/7059-77897-0001.wav,7059,77897,203
3830-12530-0004,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0004.wav,3830,12530,128
2893-139322-0011,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2893/139322/2893-139322-0011.wav,2893,139322,106
669-129061-0028,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/669/129061/669-129061-0028.wav,669,129061,48
5808-54425-0025,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5808/54425/5808-54425-0025.wav,5808,54425,178
1098-133695-0047,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1098/133695/1098-133695-0047.wav,1098,133695,61
2182-181173-0007,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2182/181173/2182-181173-0007.wav,2182,181173,92
4051-10927-0003,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4051/10927/4051-10927-0003.wav,4051,10927,136
3699-19402-0007,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3699/19402/3699-19402-0007.wav,3699,19402,125
1116-137572-0026,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1116/137572/1116-137572-0026.wav,1116,137572,62
4898-20016-0003,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4898/20016/4898-20016-0003.wav,4898,20016,157
1034-121119-0082,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1034/121119/1034-121119-0082.wav,1034,121119,56
374-180298-0026,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/374/180298/374-180298-0026.wav,374,180298,35
3699-47246-0006,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3699/47246/3699-47246-0006.wav,3699,47246,125
6476-57446-0042,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6476/57446/6476-57446-0042.wav,6476,57446,194
8051-295385-0038,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8051/295385/8051-295385-0038.wav,8051,295385,227
5463-39174-0015,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5463/39174/5463-39174-0015.wav,5463,39174,168
1088-134318-0007,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1088/134318/1088-134318-0007.wav,1088,134318,60
460-172359-0049,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/460/172359/460-172359-0049.wav,460,172359,44
307-127539-0026,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/307/127539/307-127539-0026.wav,307,127539,30
2910-131096-0027,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2910/131096/2910-131096-0027.wav,2910,131096,107
1069-133709-0004,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1069/133709/1069-133709-0004.wav,1069,133709,58
2289-152258-0040,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2289/152258/2289-152258-0040.wav,2289,152258,94
5778-12761-0016,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5778/12761/5778-12761-0016.wav,5778,12761,176
7148-7763-0009,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7148/7763/7148-7763-0009.wav,7148,7763,207
3807-4923-0003,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0003.wav,3807,4923,127
211-122425-0075,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/211/122425/211-122425-0075.wav,211,122425,20
2893-139322-0003,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2893/139322/2893-139322-0003.wav,2893,139322,106
226-131532-0002,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/226/131532/226-131532-0002.wav,226,131532,21
7780-274562-0072,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7780/274562/7780-274562-0072.wav,7780,274562,222
2989-138028-0071,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2989/138028/2989-138028-0071.wav,2989,138028,110
233-155990-0032,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/233/155990/233-155990-0032.wav,233,155990,23
5192-19397-0012,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5192/19397/5192-19397-0012.wav,5192,19397,162
458-126290-0003,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/458/126290/458-126290-0003.wav,458,126290,43
250-142286-0005,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/250/142286/250-142286-0005.wav,250,142286,25
2910-131096-0062,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2910/131096/2910-131096-0062.wav,2910,131096,107
4014-186176-0015,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4014/186176/4014-186176-0015.wav,4014,186176,134
4014-186179-0035,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4014/186179/4014-186179-0035.wav,4014,186179,134
5561-39621-0036,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5561/39621/5561-39621-0036.wav,5561,39621,170
8088-284756-0037,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8088/284756/8088-284756-0037.wav,8088,284756,229
7505-258964-0048,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7505/258964/7505-258964-0048.wav,7505,258964,218
1263-141777-0033,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1263/141777/1263-141777-0033.wav,1263,141777,66
5778-12761-0022,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5778/12761/5778-12761-0022.wav,5778,12761,176
5163-39921-0031,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5163/39921/5163-39921-0031.wav,5163,39921,161
307-127540-0021,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/307/127540/307-127540-0021.wav,307,127540,30
2182-150130-0009,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2182/150130/2182-150130-0009.wav,2182,150130,92
8797-294123-0049,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8797/294123/8797-294123-0049.wav,8797,294123,248
3112-9554-0004,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3112/9554/3112-9554-0004.wav,3112,9554,111
7148-59157-0002,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7148/59157/7148-59157-0002.wav,7148,59157,207
5163-39921-0021,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5163/39921/5163-39921-0021.wav,5163,39921,161
7859-102519-0013,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7859/102519/7859-102519-0013.wav,7859,102519,225
3664-178355-0007,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3664/178355/3664-178355-0007.wav,3664,178355,124
3723-171115-0010,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3723/171115/3723-171115-0010.wav,3723,171115,126
5339-14133-0055,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5339/14133/5339-14133-0055.wav,5339,14133,164
587-54108-0023,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/587/54108/587-54108-0023.wav,587,54108,46
39-121915-0021,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/39/121915/39-121915-0021.wav,39,121915,4
5393-19218-0001,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5393/19218/5393-19218-0001.wav,5393,19218,166
6181-216552-0109,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6181/216552/6181-216552-0109.wav,6181,216552,186
374-180299-0039,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/374/180299/374-180299-0039.wav,374,180299,35
118-121721-0017,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/118/121721/118-121721-0017.wav,118,121721,12
7794-295947-0040,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7794/295947/7794-295947-0040.wav,7794,295947,223
233-134440-0054,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/233/134440/233-134440-0054.wav,233,134440,23
5703-47198-0045,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5703/47198/5703-47198-0045.wav,5703,47198,174
6454-93938-0014,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6454/93938/6454-93938-0014.wav,6454,93938,193
7059-88364-0030,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7059/88364/7059-88364-0030.wav,7059,88364,203
5808-54425-0026,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5808/54425/5808-54425-0026.wav,5808,54425,178
7859-102519-0050,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7859/102519/7859-102519-0050.wav,7859,102519,225
4160-11550-0020,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4160/11550/4160-11550-0020.wav,4160,11550,139
40-222-0055,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/40/222/40-222-0055.wav,40,222,5
5789-57158-0019,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5789/57158/5789-57158-0019.wav,5789,57158,177
8108-280354-0009,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8108/280354/8108-280354-0009.wav,8108,280354,232
2514-149482-0106,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2514/149482/2514-149482-0106.wav,2514,149482,99
1723-141149-0053,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1723/141149/1723-141149-0053.wav,1723,141149,77
4441-76263-0014,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4441/76263/4441-76263-0014.wav,4441,76263,148
7148-82991-0006,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7148/82991/7148-82991-0006.wav,7148,82991,207
226-122538-0030,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/226/122538/226-122538-0030.wav,226,122538,21
8123-275193-0016,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8123/275193/8123-275193-0016.wav,8123,275193,233
226-131532-0033,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/226/131532/226-131532-0033.wav,226,131532,21
2436-2476-0030,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2436/2476/2436-2476-0030.wav,2436,2476,98
125-121124-0080,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/125/121124/125-121124-0080.wav,125,121124,13
6454-107462-0024,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6454/107462/6454-107462-0024.wav,6454,107462,193
909-131044-0028,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/909/131044/909-131044-0028.wav,909,131044,54
4640-19188-0023,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4640/19188/4640-19188-0023.wav,4640,19188,150
3699-19402-0000,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3699/19402/3699-19402-0000.wav,3699,19402,125
3112-9555-0011,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3112/9555/3112-9555-0011.wav,3112,9555,111
2007-149877-0059,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2007/149877/2007-149877-0059.wav,2007,149877,88
1235-135883-0002,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1235/135883/1235-135883-0002.wav,1235,135883,64
8312-279791-0011,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8312/279791/8312-279791-0011.wav,8312,279791,236
1970-26100-0031,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1970/26100/1970-26100-0031.wav,1970,26100,85
7511-102420-0047,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7511/102420/7511-102420-0047.wav,7511,102420,219
4406-16882-0002,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4406/16882/4406-16882-0002.wav,4406,16882,147
3983-5371-0018,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3983/5371/3983-5371-0018.wav,3983,5371,133
200-126784-0028,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/200/126784/200-126784-0028.wav,200,126784,18
8468-286673-0029,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8468/286673/8468-286673-0029.wav,8468,286673,241
7148-82991-0001,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7148/82991/7148-82991-0001.wav,7148,82991,207
1867-148436-0030,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1867/148436/1867-148436-0030.wav,1867,148436,81
1098-133695-0064,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1098/133695/1098-133695-0064.wav,1098,133695,61
4297-13006-0007,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4297/13006/4297-13006-0007.wav,4297,13006,143
163-122947-0003,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/163/122947/163-122947-0003.wav,163,122947,15
3240-131231-0043,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/3240/131231/3240-131231-0043.wav,3240,131231,115
460-172359-0094,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/460/172359/460-172359-0094.wav,460,172359,44
2384-152900-0000,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2384/152900/2384-152900-0000.wav,2384,152900,95
7859-102519-0056,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7859/102519/7859-102519-0056.wav,7859,102519,225
150-132655-0027,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/150/132655/150-132655-0027.wav,150,132655,14
2836-5355-0022,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2836/5355/2836-5355-0022.wav,2836,5355,104
412-126975-0058,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/412/126975/412-126975-0058.wav,412,126975,38
8770-295462-0008,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8770/295462/8770-295462-0008.wav,8770,295462,247
7505-258964-0040,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7505/258964/7505-258964-0040.wav,7505,258964,218
7800-283492-0036,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/7800/283492/7800-283492-0036.wav,7800,283492,224
5678-43302-0000,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5678/43302/5678-43302-0000.wav,5678,43302,172
403-216-0028,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/403/216/403-216-0028.wav,403,216,36
2911-12359-0018,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2911/12359/2911-12359-0018.wav,2911,12359,108
6181-216552-0032,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6181/216552/6181-216552-0032.wav,6181,216552,186
6147-34607-0031,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/6147/34607/6147-34607-0031.wav,6147,34607,185
5561-41615-0023,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5561/41615/5561-41615-0023.wav,5561,41615,170
2817-142371-0026,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2817/142371/2817-142371-0026.wav,2817,142371,103
909-131044-0003,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/909/131044/909-131044-0003.wav,909,131044,54
4853-27671-0028,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/4853/27671/4853-27671-0028.wav,4853,27671,155
5163-39921-0034,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5163/39921/5163-39921-0034.wav,5163,39921,161
5789-57195-0016,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5789/57195/5789-57195-0016.wav,5789,57195,177
27-123349-0021,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0021.wav,27,123349,2
8747-293952-0007,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/8747/293952/8747-293952-0007.wav,8747,293952,246
2289-152254-0012,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2289/152254/2289-152254-0012.wav,2289,152254,94
5652-39938-0057,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/5652/39938/5652-39938-0057.wav,5652,39938,171
118-47824-0065,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/118/47824/118-47824-0065.wav,118,47824,12
2159-179157-0006,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2159/179157/2159-179157-0006.wav,2159,179157,91
2952-407-0025,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/2952/407/2952-407-0025.wav,2952,407,109
1246-135815-0001,/mnt/scratch09/vnguyen/datasets/LibriSpeech/train-clean-100/1246/135815/1246-135815-0001.wav,1246,135815,65
